m/z,intensity,ions_base_sc
156.07683,5630.4,
157.13377,4511.2,
159.09129,2303.6,
166.12268,19286.9,
167.12695,2231.4,
168.91971,2273.2,
171.07625,4411.7,
171.11322,3954.4,
173.12872,5468.9,
175.11903,6294.0,
181.06024,3631.2,
181.09666,3905.6,
181.31654,2533.1,
181.60144,2340.6,
183.14923,11476.1,
184.13301,6090.6,
185.12805,2952.6,
185.16487,163469.7,
186.1683,11773.5,
189.08725,4069.0,
194.12859,6515.5,
200.13922,3467.4,
200.17529,2740.4,
201.12369,6149.2,
204.07927,2891.4,
211.14465,5301.8,
213.15974,49955.3,Bb2+[N]
214.15491,20565.8,
215.13882,2614.6,
215.15868,4674.4,
217.08183,12127.9,
218.14998,13918.2,
219.11247,3189.6,
226.11855,16860.1,
237.13451,3250.6,
239.10605,4053.1,
240.13463,2967.7,
242.14995,4532.9,
243.13445,3530.8,
246.15559,4576.5,
258.14487,8058.0,
262.15125,3427.6,
263.15549,2642.6,
265.19135,3692.3,
266.16116,7370.6,
267.16458,2902.8,
276.15466,5680.5,
276.67905,3855.6,
282.21832,3901.6,
284.17136,12090.1,
290.08047,7707.5,
293.80292,2604.8,
295.168,2948.8,
300.19174,13752.7,
300.22839,7878.3,
323.68225,2835.4,
325.18726,12880.0,
326.21426,4004.8,
326.7142,4933.3,
327.2392,11492.9,
328.22278,12922.2,
328.24258,2741.4,
331.23395,23441.9,Ay3+[N]
332.23615,4534.6,
337.20251,11379.6,Ay6++[N]
337.70462,5752.2,
341.08987,3632.8,
347.71542,3868.5,
360.72366,5215.2,
361.22229,13285.1,
369.73047,3842.7,
370.23108,3529.5,
387.23785,3704.3,
389.23978,9138.9,
394.71631,29781.0,Ay7++[N]
395.21808,12957.1,
395.25281,11344.0,
400.57654,8285.3,
404.25757,30272.2,By6++[sz]
404.75919,8665.2,
405.26022,7206.4,
406.58008,21784.7,
406.91394,14003.8,
407.24966,3840.9,
409.7384,4153.1,
411.24905,3787.3,
411.74814,5852.0,
412.25049,3316.5,
412.58362,18161.3,By10+++[sz];By0+++[sz]
412.91779,10043.9,
413.25058,5970.5,
416.23959,3642.2,
425.24405,14925.7,
425.27368,4776.6,
432.25644,8301.6,
433.25888,3341.1,
439.24234,12186.0,
448.24719,11414.8,
448.74826,4851.6,
450.11148,5408.7,
450.76068,20376.1,
451.26257,26717.4,
451.76227,7181.3,
452.23007,5035.1,Ay8++[N]
452.73129,3903.4,
452.76596,5447.2,
453.27185,7505.6,
458.19919,5402.5,
460.1261,2960.4,
461.77121,29064.5,By7++[sz]
462.27277,9958.6,
462.77847,38852.0,
465.27609,45870.1,
468.48441,3186.8,
471.29974,4605.8,
475.75015,6925.5,
478.14874,2972.8,
481.2764,4657.3,
487.7486,12173.8,Ay9++[N]
488.25073,6930.7,
490.26187,15303.3,
493.19589,3080.7,
497.77811,3276.8,
498.28351,3451.7,
501.78635,4834.3,
502.3255,4407.6,
503.28955,70006.7,
503.7905,35467.3,
504.29529,6676.0,Bb9++[sc]
504.78668,2942.4,
506.45474,2568.8,
512.29492,331580.3,By8++[sz]
512.79645,177693.4,
513.29797,45796.1,
513.80048,14350.6,
517.29102,3568.1,
525.28632,3060.5,
526.79016,9253.6,
527.29285,8907.1,
528.74799,9586.6,
529.24701,5796.2,
529.63843,3754.5,
530.31085,3642.2,
530.81097,11667.7,
535.31323,4956.9,
541.16632,5656.6,
543.81689,4620.9,
549.32147,5225.1,
549.82068,3622.6,
552.28931,63112.5,
552.3493,21797.5,
552.6236,57909.8,
552.82452,28600.9,
552.95679,28151.6,
553.28851,5027.0,
553.35278,11571.0,
554.82813,3919.8,
561.8291,79419.2,By9++[sz]
562.33038,43486.3,
562.65955,4449.2,
562.83148,13435.5,
562.99469,4461.9,
563.32977,8275.1,
567.76373,35717.5,Ay10++[N]
568.26495,24832.9,
568.66443,29610.8,
568.76563,5825.9,
568.99805,17642.4,
569.15845,7346.6,
569.33099,8521.4,
571.28693,5980.1,
571.33136,15535.3,
571.83252,35800.9,
572.33374,10633.1,
572.76202,5201.4,
573.31403,5161.5,
580.83496,27235.9,
580.89166,3670.2,
580.90167,2628.4,
581.255,10011.4,
581.30652,4718.1,
581.77448,3622.0,
581.82568,10408.2,
581.99377,5784.9,
582.07471,4682.0,
587.16821,8999.0,
589.32892,21585.6,
590.33319,9946.7,
593.37701,6263.6,
595.30847,11966.4,
599.37579,69641.1,
600.2843,7356.1,Ay16+++[sc]
600.37817,23698.8,
600.62067,4666.4,
600.95264,3224.1,
601.38153,4110.1,
618.37073,26496.8,By10++[sz];By0++[sz]
618.87317,17700.7,
619.3374,8070.5,
619.81494,3668.0,
620.34094,7118.0,
623.27972,9603.9,
623.78259,5934.0,
632.28528,24895.5,Ay11++[N]
632.78619,17341.7,
633.28632,9375.6,
641.35052,7665.6,
651.41992,13014.8,
652.41907,10972.2,
653.6286,4415.2,Ay17+++[sc]
653.96173,8591.3,
654.29297,8251.0,
654.62927,4196.2,
661.4032,4294.7,
665.31976,7206.3,
665.99091,6065.9,
676.40869,4167.0,
680.55621,4377.4,
688.82275,6017.4,Ay12++[N]
688.87878,14216.9,
689.31866,5220.9,
689.37769,24272.8,
689.88434,7544.8,
690.37115,27437.1,
691.3761,13776.0,
694.36279,4272.6,
694.42389,22265.1,By5+[sz]
695.42773,7744.9,
702.41333,15678.1,
703.34637,6828.9,
703.41711,7873.4,
703.68195,6412.8,
706.97009,15267.6,Ay18+++[sc]
707.30823,7588.6,
707.64246,6625.8,
707.97791,5249.7,
708.30762,4396.9,
708.39233,13532.6,
712.43353,3486.7,
713.64838,3806.3,
713.9812,4540.9,
719.64954,4441.2,
720.44214,4834.4,
721.43933,3902.1,
733.84821,3966.8,
737.35638,4327.3,
737.98053,8430.8,
738.31006,7628.0,
738.44647,4637.9,
738.64471,8490.6,
738.97705,8766.0,
739.44873,4230.8,
740.42108,21747.0,
741.2077,14311.5,
741.4201,5352.1,
743.98157,160165.5,
744.31561,193184.4,
744.64966,122696.3,
744.98334,77117.3,
745.31714,20358.1,
745.65015,5409.8,
745.87207,5293.8,
746.36584,4124.4,
749.98456,184397.0,Ay19+++[sc];Ay0+++[sc]
750.31909,201308.5,
750.65259,131934.4,
750.98633,89561.0,
751.31976,30721.5,
751.39288,4484.8,
751.65015,4194.5,
754.87659,8737.9,
755.3783,6071.4,
757.3457,5888.9,
759.21747,14323.8,Ab6+[sc]
760.22632,5057.4,
788.42596,8291.5,Ay7+[N]
789.43011,4178.6,
803.46167,21532.4,
804.29181,7917.1,
804.38324,3734.8,
804.46497,8742.3,
807.50836,15604.5,By6+[sz]
808.51233,3932.3,
809.51031,7877.7,
821.49127,3898.6,
831.39197,30987.7,Ay15++[sc]
831.89465,22741.5,
832.39233,13248.4,
836.44922,9106.1,
839.49359,16187.8,
840.49738,13719.3,By7+[sc]
841.49884,6544.3,
846.34857,16088.4,
847.3501,8438.8,
854.29169,13637.3,
855.29138,9302.0,
863.37354,34883.4,
864.37701,13837.8,
865.36865,6837.4,
872.30029,20076.0,Ab7+[sc]
873.30194,5580.1,
877.47589,22511.5,
878.47736,8294.4,
882.49963,5367.4,
883.49957,3856.9,
890.91718,4068.9,
891.40222,9855.2,
891.90778,4767.3,
895.48602,11595.1,
896.49469,6396.8,
