m/z,intensity,ions_base_sc
158.09241,3882.6,
159.0587,7177.9,
161.03761,3690.3,
166.06152,4681.3,
166.12254,13178.1,
169.13344,11864.5,
170.13701,2324.6,
173.1284,25155.8,
173.40715,9427.4,
175.119,26817.4,
187.05363,17566.7,
196.41032,2904.6,
197.12839,3146.9,
201.12289,6218.9,
204.08011,108842.8,
205.08322,6111.8,
206.07594,5408.4,
220.10751,5841.3,
226.11981,2641.1,
227.59854,2498.0,
232.07498,58062.4,Bb2+[N]
233.07809,6239.5,
234.06944,3283.4,
235.13322,2737.1,
237.13467,9055.7,
245.1265,3335.7,
246.12692,6247.9,
248.16049,12978.2,
251.15169,3105.1,
257.09518,7325.9,
264.0863,3010.6,
274.12198,30283.4,
274.64545,4163.1,
277.12042,3175.3,
277.39511,2689.7,
278.01871,2340.5,
282.18091,8941.7,
301.09647,25881.0,
302.08051,4362.9,
302.09927,4534.5,
304.16122,3787.5,
306.96582,3482.6,
319.10703,43216.2,Bb3+[N]
320.11047,4167.5,
322.17651,6224.3,
329.18317,4310.1,
346.20374,4083.4,
346.70551,3219.8,
347.22885,8325.4,
359.69772,28792.2,By5++[sz]
360.19922,12503.2,
361.1828,52560.4,By3+[N]
362.18527,12738.2,
363.44595,2598.5,
369.15985,3008.7,
373.19022,25737.7,
374.19205,3790.7,
385.69696,3724.2,
387.16956,10321.3,
394.71616,14147.9,
395.21887,6130.6,
397.15411,3626.4,
404.19534,3642.4,
413.20279,4757.9,
414.18036,13904.7,
414.54141,6049.9,
414.72089,7122.8,
415.16187,4661.2,
415.21375,15883.8,
415.71466,8812.1,
420.54453,30470.2,
420.87811,36998.3,
421.21085,19385.9,
421.54385,4661.9,
422.72983,3002.0,
423.72665,37906.0,Ay7++[N];By6++[sz]
424.22745,17085.6,
424.72989,3686.8,
426.54752,42345.9,By10+++[sz];By0+++[sz]
426.88248,29756.9,
427.21625,10828.6,
427.54877,5382.1,
432.19226,6699.7,
433.73474,3843.3,
435.25809,5558.6,
444.26273,31751.2,
444.7644,13480.3,
450.26855,16730.8,
450.76843,7871.0,
471.77039,7283.2,
475.32336,8861.3,
477.72241,3242.5,
480.26822,23412.1,By7++[sz]
480.77045,12055.0,
481.27164,5554.8,
494.78632,8259.1,
495.19656,3247.5,
495.28958,5146.3,
497.77231,3497.6,
508.25085,95243.4,By4+[N]
509.25385,29084.3,
