m/z,intensity,ions_base_sc
157.13354,2353.0,
166.12259,27686.4,
173.12854,37944.7,
173.40672,35406.6,
175.11958,2662.0,
185.12872,3468.8,
187.14377,3017.0,
197.7058,2340.1,
201.12323,13837.6,
202.18637,2928.1,
215.13875,3235.9,
226.11812,3383.1,
229.1545,8225.1,
273.01682,2491.7,
277.08582,4027.5,
282.18106,3242.5,
300.19223,3863.3,
317.70438,2668.4,
348.15784,3474.6,
361.18387,4490.4,
391.12808,6690.1,
395.21771,2821.6,
395.26349,2690.2,
432.2554,3647.6,
437.82977,3239.8,
459.73831,3477.8,
498.80756,2957.3,
502.32303,6521.8,
525.31323,2976.2,
538.20081,4679.4,
579.31604,5168.6,
589.33215,3362.2,
591.24719,3607.1,
593.8418,2688.2,
601.38953,8344.9,By5+[N]
602.39056,5102.1,
603.87762,5623.3,
612.8822,20000.0,By10++[sz];By0++[sz]
613.38416,7964.5,
620.24847,3600.7,
626.9975,3191.9,
628.32556,2987.4,
646.84528,5389.6,
660.35419,5485.0,
661.34039,3173.9,
667.25067,3744.4,
687.36896,4935.1,
714.47565,16723.2,By6+[N]
715.47876,5190.6,
720.30463,4567.8,
721.87042,3602.6,
738.31311,9948.7,
738.38232,3336.0,
744.42761,4132.6,
785.51141,14067.7,By7+[N]
786.51575,6440.9,
796.29608,4066.6,
806.47559,6071.1,
816.41473,7589.2,
817.41473,4428.4,
819.4035,3391.2,
821.31403,2946.4,
846.46033,7011.0,
859.45618,3510.7,
876.45319,3510.8,
886.5603,20055.9,By8+[N]
887.56506,9386.7,
889.46069,3306.1,
893.03253,6431.4,
900.51752,5065.6,
901.51373,4603.1,
902.03497,9100.9,
902.53595,9633.2,
917.50995,3747.4,
952.06433,4633.1,
970.48376,8575.6,
971.49506,3210.1,
988.49548,4250.3,
989.50275,3931.7,
1151.57434,4563.7,
1209.7522,3296.3,
1215.56433,5595.0,Ay10+[sc]
1216.56897,3947.7,
1224.76611,4925.9,
1415.71106,3813.1,
