m/z,intensity,ions_base_sc
166.12263,16164.6,
173.12842,16824.5,
173.40846,11687.1,
174.87256,2548.3,
175.11894,16554.6,
178.06445,8815.5,
183.11269,4075.7,
183.14882,3301.6,
185.16527,7245.1,
198.08742,3166.1,
199.18015,5123.4,
201.12337,9120.7,
204.07977,5968.1,
213.16011,3546.5,
227.04878,4720.0,
227.17522,3738.5,
231.09879,3346.2,
232.07507,5156.8,
232.11137,2769.7,
234.09105,6690.9,
242.15005,3543.5,
244.16508,3613.2,
246.12703,7393.6,
251.10284,6663.9,
258.16864,3704.9,
261.10126,4261.8,
262.08575,22320.9,
270.14465,8125.4,
272.13608,7545.8,
274.12225,13915.2,
277.82657,2952.5,
279.0975,3529.1,
283.17737,5379.1,
289.09674,63494.6,
289.16199,25506.5,Ay2+[N]
290.09744,3960.5,
290.16388,2969.3,
296.19745,4308.9,
307.14349,8685.6,
308.19693,5156.7,
309.14859,4078.5,
310.21237,4132.0,
311.1716,31947.4,
314.20731,5708.7,
314.71219,3167.7,
321.06909,8376.0,
325.14362,12524.1,
325.64526,5847.7,
331.10748,3579.5,
331.1434,3799.0,
337.7543,2956.4,
353.21802,10063.9,
354.22168,2897.9,
355.23526,3894.2,
357.15964,10910.2,
363.19016,2793.0,
372.25998,3720.2,
374.18597,10954.5,
379.23532,4954.3,
385.22174,7476.5,
387.20673,11320.1,
402.18079,76440.8,
402.24609,93473.7,Ay3+[N]
403.18307,8972.3,
403.24936,16927.1,
413.22263,5465.0,
420.22717,4342.9,
422.11377,3489.6,
423.20215,5942.6,
424.25549,9110.1,
435.2608,3112.2,
454.76367,5604.2,
455.26456,3745.6,
465.27637,7041.9,
470.24338,16877.1,
486.76321,45561.0,
487.2688,57073.2,
488.27673,5190.2,
515.26483,37626.6,
515.33063,124379.8,Ay4+[N]
516.27026,4011.6,
516.33319,32101.9,
517.33588,5032.7,
543.30646,15580.8,
543.80518,7398.4,
545.89758,4381.7,
546.23053,4122.0,
552.24609,15645.2,
553.24426,3639.2,
564.90967,3471.5,
573.57617,3244.5,
579.91504,5994.6,Ab4+++[pepB]
580.2475,4350.1,
603.20862,4576.0,
610.79053,4297.6,
613.59668,6780.6,
616.25861,3726.1,
616.5899,5458.8,
616.927,3805.4,
617.28949,47917.5,By5+[N]
618.2915,13287.4,
622.92804,6036.2,Ab5+++[pepB]
623.26086,7432.6,
624.77234,24142.1,By9++[sz];By0++[sz]
625.27289,9439.9,
625.7674,4417.6,
628.41492,75271.7,Ay5+[N]
629.41718,23653.2,
630.42303,4077.9,
632.25433,4836.5,
648.29828,16141.2,
649.28711,5060.2,
654.93146,8533.2,
655.26495,11135.2,
655.6026,6012.9,
655.93256,5475.1,
660.93634,54963.9,
661.27075,57912.4,Ab6+++[pepB]
661.60376,39501.1,
661.93768,21440.2,
662.2713,7423.7,
665.32996,9311.9,
675.80182,4610.8,
689.79987,10630.4,
690.30457,5459.3,
690.80103,5707.3,
697.4314,4219.1,
698.41956,5230.2,
700.28748,3858.7,
700.95593,4796.0,
705.95935,4065.1,
706.29504,14559.0,
706.62805,9825.6,
706.96149,4150.4,
707.31439,3257.3,
715.29303,10142.7,
715.4472,242765.1,Ay6+[N]
715.62567,9056.6,Ab7+++[pepB]
715.96014,6442.8,
716.45013,88108.4,
717.45227,16282.2,
735.09381,5335.1,
735.34662,4241.6,
739.34241,3913.6,
739.59973,8211.0,
743.44843,5477.2,
743.84094,7673.5,
744.39746,15077.2,
744.8421,4549.7,
747.64819,3324.2,
758.02264,4201.3,
770.32227,3321.5,
775.9931,6056.9,
776.32886,9111.7,
781.99792,7169.9,
782.33472,8287.6,Ab9+++[pepB]
782.65979,4062.2,
782.99792,3889.5,
803.36896,3672.7,
804.69092,4630.4,
818.34052,7570.5,
818.84833,7479.6,
819.34479,5861.0,
822.44873,4000.6,
828.53137,56156.2,Ay7+[N]
829.53357,20055.9,
830.53888,5499.7,
830.87549,6118.2,
831.37042,6208.2,
832.3678,3725.5,
839.37915,8747.9,
839.70923,5077.1,
844.36908,3743.7,
847.72101,4650.7,
857.05347,4758.8,
860.36011,5833.7,
862.39978,6303.6,
862.72748,12218.8,
862.92175,8347.4,Ay14++[sc];Ay0++[sc]
863.05731,15497.8,
863.14752,4502.2,
863.40436,8625.5,
865.72534,5340.7,
868.38696,3685.3,
869.37323,7944.6,Ab4++[pepB]
869.86169,6256.7,
870.38025,4033.8,
871.0697,4968.2,
871.40338,8032.8,
871.73547,5561.0,
872.06879,4998.6,
872.3999,3940.6,
875.46838,7945.8,
877.16217,4553.4,
879.10577,6108.5,
879.76794,5212.1,
884.06403,4219.4,
884.44373,12520.6,
884.77832,19677.5,By7+++[pepA]
885.10748,12347.9,
885.44354,11043.5,
885.77502,4291.8,
895.75055,6178.7,
896.07782,19404.2,
901.52002,5032.6,
904.42383,12493.1,
904.75739,8669.3,
908.52094,115712.1,
909.42944,4895.1,
909.5246,46557.2,
925.37775,4069.7,
927.45209,3514.2,
933.38922,11644.2,
933.88885,22495.6,Ab5++[pepB]
934.38879,10060.7,
934.888,7230.2,
937.77765,5964.0,
938.11902,5331.3,
941.87622,5591.7,
945.48047,7012.0,
948.1134,4406.4,
954.50934,4319.2,
955.4184,5607.4,
957.50531,5718.3,
972.51984,339653.2,
973.52277,148206.0,
974.5199,4458.1,
982.39075,29909.0,
982.89063,32515.9,
983.38879,13078.6,
983.89185,11853.9,
988.47137,6048.6,
988.96686,6610.3,
990.90112,176268.0,
991.40271,211390.6,Ab6++[pepB]
991.59668,13930.0,Ay8+[N]
991.90253,132286.8,
992.40277,63776.4,
992.59906,9149.5,
992.90594,16718.2,
1020.40656,5907.4,
1021.604,13592.9,
1022.6095,7500.4,
1023.99768,4653.2,
1024.48474,9885.9,
1058.9364,8411.7,
1063.92004,17999.1,
1064.42041,29331.0,
1064.92468,12574.9,
1072.43237,99991.7,
1072.93372,137636.9,Ab7++[pepB]
1073.43372,95893.1,
1073.93384,46453.2,
1074.43481,15942.1,
1082.51697,10236.4,
1083.51843,4016.7,
1084.01233,4668.7,
1084.47583,5711.0,
1085.604,53472.5,
1086.60767,30255.1,
1106.62024,15157.3,Ay9+[N]
1107.6239,5989.6,
1114.9707,5603.5,
1115.47644,15810.5,
1115.9762,7690.8,
1120.46326,9600.0,
1120.96338,9621.8,
1128.97266,20760.8,
1129.47644,27932.0,Ab8++[pepB]
1129.97473,24447.8,
1130.47644,14508.3,
1134.68945,6637.9,
1135.68738,4453.8,
1136.5249,4859.7,
1154.97412,5918.9,
1155.47668,8648.1,
1155.97986,6844.1,
1162.0564,6050.4,
1162.56079,9128.9,
1163.05396,9059.7,
1163.48682,23126.5,
1163.98657,50144.3,
1164.48645,30255.6,
1164.98462,18950.2,
1165.48279,13414.7,
1172.49097,19039.3,
1172.99121,28871.2,Ab9++[pepB]
1173.49243,15486.4,
1173.99146,5583.4,
1198.68823,17343.5,
1199.68005,10300.8,
1220.51819,5334.3,
1222.01929,5263.1,
1229.03162,9153.6,
1229.53284,18656.3,Ab10++[pepB]
1230.0354,13214.9,
1230.52576,5755.7,
1231.03967,6019.2,
1235.65723,4787.3,
1277.13513,5031.2,
1289.61328,4073.1,
1724.83215,4460.0,
