m/z,intensity,ions_base_sc
148.11649,5689.4,
155.11812,9579.7,
164.10701,19661.9,
166.061,12708.0,
166.12271,11391.6,
173.12846,29881.8,
173.40295,76243.3,
175.10626,4961.2,
181.06178,6183.5,
181.13351,25098.7,
182.13751,5365.1,
183.11272,24322.7,
184.13316,11085.9,
185.12808,5530.4,
192.03508,5274.4,
195.1129,5957.3,
198.08704,7465.5,
200.13936,12999.6,
201.08685,6947.8,
201.12335,53527.0,Bb2+[N]
202.1268,6679.8,
209.13951,8286.7,
212.13913,11218.4,
213.12331,4743.8,
216.09796,74080.5,
217.10179,5300.3,
218.14963,10474.4,
219.14897,14168.8,
219.34915,4440.5,
220.1077,10196.1,
222.1237,7844.6,
225.0979,5615.7,
226.15538,15430.4,
229.11838,21539.9,
230.15004,62683.5,
231.15039,27325.5,
233.16502,5523.2,
237.13481,32348.7,
239.15036,120075.4,
240.13434,165979.1,
240.15414,16505.7,
241.13687,21668.7,
245.12843,7088.8,
247.14426,9804.1,
248.16057,292866.2,Ay2+[N]
249.1637,38039.6,
257.16104,108834.0,
258.16187,18358.4,
261.15955,6913.7,
276.17102,11601.8,
277.11722,5725.9,
280.12836,5474.9,
283.17728,9155.5,
292.12811,5652.7,
293.16132,6407.4,
294.1459,6286.1,
298.2128,7206.1,
300.19238,8240.0,
308.19678,5336.9,
309.1564,17221.8,
309.19296,5432.4,
311.17166,169523.8,
321.16501,5852.5,
326.1824,13443.7,
326.20773,49246.9,
327.16638,30373.1,
328.16891,7720.6,
329.18228,113322.3,Bb3+[N]
329.20123,4400.8,
330.18387,19603.8,
331.233,7998.4,
337.15125,7856.2,
337.18729,12395.2,
338.19034,6000.6,
344.19299,94589.5,
345.19635,10193.1,
346.2092,25842.5,
347.22903,145020.4,Ay3+[N]
348.15555,12374.9,
348.23209,27312.9,
354.17758,19972.7,
356.19736,6980.5,
358.17514,6637.8,
359.20691,6119.8,
369.19327,11077.8,
376.18738,25130.4,
377.18994,8730.9,
379.32346,5615.3,
386.21921,11202.9,
387.20276,15658.8,
388.20697,5478.6,
389.25705,5787.7,
397.24475,57179.6,
398.24799,13401.3,
404.22931,40385.3,
405.23148,10791.8,
413.21829,8699.4,
422.24045,14811.1,
424.21979,13250.6,
425.22238,10997.5,
426.23465,6666.3,
429.23383,10172.7,
439.23105,5984.3,
439.26666,42425.1,
440.25015,14666.2,
447.22418,12636.3,
447.26929,13301.5,
456.2225,7269.5,
457.27719,247398.5,Bb4+[sc]
457.46231,5798.2,
458.28015,46496.9,
473.25027,16560.6,
473.28204,8603.4,
474.24963,6654.4,
475.25391,8740.0,
476.27173,160198.3,Ay4+[N]
477.27451,41533.6,
478.27515,5820.3,
484.50702,6265.1,
491.26196,72373.7,
492.26532,20461.8,
496.03662,5302.2,
498.29636,7306.9,
500.0741,5821.2,
501.24585,32429.3,
502.24689,5740.4,
505.2312,16345.0,
506.23486,6466.8,
508.27722,11365.9,
515.29126,8234.2,
519.25562,22581.2,
519.29535,7779.7,
526.28839,65417.8,
527.29083,15938.7,
537.30359,42637.5,
538.3064,30489.1,
539.30133,10187.0,
544.31482,11054.9,
548.64667,6525.8,
551.30096,12210.0,
553.30865,6548.8,
553.71094,11108.7,
556.31311,16793.4,
556.81293,11295.6,
557.31787,8370.8,
558.33972,11289.5,
559.32758,15706.7,
565.31702,16525.3,Ab2++[pepB]
565.81897,14492.1,
568.32379,20293.4,
569.31067,18184.9,
571.28717,5907.2,
573.30151,16443.0,
574.31512,9440.2,
575.33954,73279.6,Ay5+[N]
576.26477,7867.3,
576.3056,6179.4,
576.34991,126959.8,
577.35291,37918.4,
578.35608,6548.8,
586.33545,263977.7,
587.33447,95182.1,
588.32843,28947.4,
603.24579,19130.9,
603.74811,14707.2,
604.34595,770060.4,Bb5+[sc]
605.349,245578.3,
606.35223,41684.9,
610.25281,6149.3,
615.34576,8683.6,
615.84418,14823.9,
616.34558,7369.6,
620.8396,7653.3,
624.34857,93578.2,
624.85028,82324.7,
625.35291,37070.4,
629.84363,25784.3,
630.34796,10540.1,
630.84473,13566.2,
638.35968,9137.4,
638.85205,41861.3,Ab3++[pepB]
639.35339,39666.3,
639.85345,10030.0,
640.35565,7530.0,
645.362,13978.4,
645.79333,6177.0,
646.36774,7256.9,
647.85773,10604.9,
648.35883,7698.0,
648.85858,5850.2,
655.34692,23766.7,
656.36682,8735.1,
657.37628,7092.9,
659.78448,7389.6,
660.28937,10149.5,
