m/z,intensity,ions_base_sc
157.13354,37690.5,
158.08595,2808.8,
158.09248,16199.9,
159.07637,10861.7,
159.09163,21395.9,
159.11307,4338.6,
166.12267,87160.5,
167.12611,8144.7,
170.06017,2917.6,
171.1131,3646.9,
173.12831,4273.7,
173.40355,41988.0,
175.11902,102065.9,Ay1+[N];By1+[N]
176.12253,6719.3,
183.14896,6546.3,
184.13344,2531.0,
185.12849,13912.9,
187.07129,10227.4,
187.08679,3362.7,
187.10786,4092.6,
189.10178,3229.0,
191.11818,8291.6,
198.13708,3565.6,
199.1077,6502.9,
201.12352,4583.3,
204.13446,3007.5,
207.11295,23927.7,
212.1394,2428.4,
219.1131,5152.8,
220.12938,3149.2,
226.11942,2681.9,
227.10258,20983.9,
228.17078,7610.3,
229.12941,10446.4,
230.12956,3200.4,
233.16486,56030.3,
234.1684,6582.8,
235.1071,10310.8,
235.11917,14991.8,
236.12776,4817.2,
239.1391,3594.2,
240.13431,18309.2,
245.12462,15261.2,
246.12561,3640.8,
246.1561,55834.7,
247.1077,9801.0,
247.16035,5318.2,
248.16002,5194.8,
249.15976,34490.3,
250.16223,5489.5,
251.10318,4039.9,
254.18698,3694.4,
255.54292,2766.0,
258.12326,8203.7,
258.14502,10000.7,
259.62097,3098.5,
261.15887,28315.6,
262.15109,46966.1,Ay2+[N]
262.16553,5048.0,Ay2+[N]
263.1539,3485.7,
265.11819,34327.9,
266.12192,6016.2,
274.11893,22940.6,
276.57336,2796.6,
277.15448,17635.1,
282.18106,4051.2,
288.20364,5124.8,
289.11826,19749.7,
292.12943,4926.5,
293.11313,37603.2,
294.1171,5783.7,
301.15894,7305.3,
306.14368,2852.9,
312.69736,32650.9,
313.19897,11767.5,
314.11609,2829.8,
316.1301,6179.4,
318.18127,9229.7,
322.17587,5398.1,
326.20667,3122.3,
326.69537,4823.2,
327.13263,3167.3,
330.18103,3764.7,
331.14417,4479.8,
332.19397,15686.5,
334.12146,2177.4,
334.13998,63076.9,Ab3+[sc]
335.14221,10222.4,
338.18277,7288.3,
339.20276,4972.4,
340.18732,11604.6,
345.15509,3596.6,
345.22449,41757.6,By3+[N]
346.22815,6405.6,
349.15155,4816.5,
350.15787,3079.3,
352.22336,4474.2,
356.21368,4392.0,
359.16397,34901.7,Ay5++[N]
359.20853,4554.5,
359.66556,11778.8,
360.19064,3266.0,
361.88214,8326.7,By9+++[sz];By0+++[sz]
362.13571,4536.7,
362.21585,8171.1,
367.2706,6505.8,
375.23535,25210.6,
376.1868,3118.6,
376.23822,3951.5,
377.22012,7387.4,
377.25516,8306.8,
380.16995,3433.5,
387.20178,12939.6,
390.17706,4081.3,
395.26514,34550.1,Bb3+[sz]
396.26804,9622.4,
396.74362,3395.0,
404.68527,3639.7,
405.21313,10575.2,
407.20328,8216.6,
408.18793,26458.2,
409.23749,4069.8,
413.27563,5990.8,
415.23099,4614.1,
415.70477,11295.9,Ay6++[N]
416.20905,2853.0,
417.21301,4712.1,
423.2597,4424.3,
425.21429,194787.7,Ay3+[N]
426.21661,41351.8,
427.22,4952.3,
432.25635,200350.4,
433.25928,46266.7,
434.26105,6279.2,
436.18631,4418.1,
436.22049,3997.9,
438.24103,15255.1,
438.30737,5631.0,
438.74283,6593.6,
439.22955,5436.7,
446.27225,63259.7,
447.22324,10759.2,
447.27606,11960.6,
450.25858,123503.1,
450.7601,66364.5,
451.26147,24859.8,
453.27054,3941.8,
455.20981,2868.2,
455.24945,3028.1,
456.17819,5681.7,
458.24066,2996.8,
459.26093,4607.6,
460.18106,3876.3,
465.27637,8271.7,
466.30212,19979.7,
467.30478,7217.9,
468.26007,4237.4,
468.78458,5384.7,
472.29034,3232.8,
480.22455,6312.5,
486.2739,3450.7,
489.23914,5919.1,
495.25644,18782.0,
496.26007,3694.5,
499.26117,3843.9,
500.29163,3939.1,
501.29489,5940.3,By9++[sc];By0++[sc]
501.79794,4486.1,
504.24548,4877.6,
506.80023,46911.3,
507.30164,23726.9,
507.80438,10919.2,
515.80255,4220.7,
521.30096,3570.2,
524.7998,7416.1,
528.24384,4110.9,
533.31036,4816.4,
533.81506,10276.4,
534.3053,10479.1,
534.8092,7632.5,
536.24615,30238.7,
537.24335,6433.6,
539.3183,6379.3,
541.81238,4497.0,
542.31915,1166626.5,By9++[sz];By0++[sz]
542.8205,770502.1,
543.32166,235424.6,
543.82343,40738.2,
544.32355,7705.8,
545.25946,3816.3,
545.34052,55539.5,
546.25427,5960.9,
546.34314,17831.4,
546.79156,6836.9,
548.31995,5115.5,
549.64087,4445.8,
551.32446,16606.4,
551.8255,8663.4,
552.3172,8351.5,
552.76086,4069.8,
554.25696,281877.2,Ay4+[N]
555.25946,85059.6,
555.32556,12559.9,
555.7948,15440.5,
555.83344,7925.4,
556.26099,15562.0,
559.30011,4252.3,
563.28247,5088.7,
563.32758,6376.6,
563.8269,6867.3,
568.27679,4354.8,
570.83002,8576.6,
571.3291,4959.6,
572.25409,4032.4,
573.26508,8452.1,
574.26672,4497.3,
576.34814,9896.2,
576.84802,4561.4,
577.35278,5455.8,
577.83612,5945.1,
581.32959,10098.0,
585.32318,3629.6,
591.27533,5295.1,
591.82941,4422.1,
593.24298,5855.0,
593.34265,32371.4,
593.84393,18669.3,
594.34393,4224.5,
598.3363,3513.1,
598.86078,8002.5,
599.36719,7475.7,
600.32648,4638.7,
601.30322,3684.0,
602.83661,4787.5,
614.34515,10868.1,
614.84784,6366.4,
615.85278,11081.0,
616.35339,8747.4,
618.33569,179375.3,
619.33813,69604.4,
620.34113,14078.1,
627.37061,5028.1,
627.87439,5820.3,
635.35114,54720.2,Ab2++[pepB]
635.85254,36169.3,
636.35352,16562.2,
642.35883,3822.8,
643.85168,15144.2,
644.35455,9283.9,
645.30023,8010.5,
645.89252,4404.8,
646.39264,3523.3,
648.3634,3145.4,
650.36151,8821.0,
650.86523,5263.2,
651.36542,8305.2,
651.87177,4806.3,
652.37787,15506.2,
652.85834,18944.8,
653.36469,10814.6,
658.31927,42057.5,
658.38,5344.4,
659.32458,11216.9,
663.30481,7131.5,
663.40936,11201.6,
663.90656,7421.2,
664.34314,6164.8,
670.88763,5303.0,
671.32196,12034.4,
672.39685,6761.4,
676.36627,4994.8,
678.87592,4102.3,
681.29596,4443.5,
686.38422,9277.6,
687.88348,6967.2,
688.38037,9517.5,
689.37268,266642.9,By6+[N]
690.37555,95902.8,
691.37811,18781.1,
692.33899,7030.4,
699.30743,17057.2,
699.37585,8450.5,
699.8761,5845.0,
700.29907,15336.9,
700.38593,5442.9,
701.30347,5981.9,
702.32147,4625.1,
708.8855,77375.9,Ab3++[pepB]
709.38684,81469.5,
709.88818,32959.9,
710.39117,9298.5,
714.34589,3782.8,
714.88776,4216.8,
715.44623,45911.7,
716.44952,22053.6,
717.32001,750925.7,Ay5+[N]
718.32306,300901.3,
718.37891,5440.8,
719.32562,63799.6,
720.3324,17098.5,
721.33502,6244.8,
722.40637,12680.3,
728.39709,9182.4,
729.89868,7006.2,
730.38782,11211.8,
736.9129,3982.2,
737.40833,4043.5,
737.8949,5977.6,
738.34174,4596.6,
739.41132,8464.3,Bb6+[sz]
740.41852,5674.5,
744.4187,9293.0,
744.92444,9656.0,
745.89868,4566.8,
746.90314,3333.8,
759.90576,4386.3,
760.41064,9997.9,
760.90448,4742.4,
765.42657,41184.3,Ab4++[pepB]
765.92786,47066.9,
766.4292,22030.1,
766.93182,6083.5,
771.40356,31447.5,
771.90747,5102.1,
772.41003,19770.8,
775.37115,5758.4,
779.42749,7417.4,
780.91534,4587.0,
781.40979,5538.2,
784.41309,4018.6,
784.93292,3543.9,
790.35638,7706.0,
793.9386,30969.7,Ab5++[pepB]
794.43945,39326.7,
794.94202,15139.1,
799.43652,7880.6,
800.44598,7168.4,
801.45636,4251.0,
802.43103,3905.7,
804.92126,4274.9,
808.36707,14435.3,
809.37366,11279.7,
812.3938,9961.6,
816.44513,3525.2,
816.95428,5691.3,
817.45697,3862.6,
817.95813,4815.7,
818.45691,4591.9,
819.93347,4688.8,
820.4649,4806.8,
822.45691,5729.5,
823.45148,4371.3,
824.45996,4025.0,
828.44873,52430.4,
828.95032,74151.5,
829.45129,39872.7,
829.95496,8203.6,
830.40393,284858.5,Ay6+[N]
831.40692,136582.6,
832.40955,39629.5,
833.41602,14778.9,
834.41791,5028.6,
837.45355,69950.1,Ab6++[pepB]
837.95483,75428.7,
838.46143,41694.7,
838.96027,13216.4,
839.46924,10890.8,
841.47375,5369.9,
842.48358,4818.9,
844.96008,6372.0,
845.45313,8310.7,
845.9585,5519.9,
851.41949,9541.0,Ab8+[sc]
852.42981,5729.0,
854.44617,5059.8,
854.94318,3381.3,
855.44775,5808.2,
861.39264,15206.9,
862.396,7978.6,
871.43054,12508.7,
872.43689,9283.2,
873.44263,4122.7,
875.47711,52130.3,
876.4787,36900.6,
877.47852,7789.3,
879.40247,48443.7,
880.40594,19300.2,
884.48645,22674.1,
885.48126,9620.8,
886.47766,8296.1,
888.48279,6825.7,
888.97986,11170.4,
889.48163,4424.6,
893.47638,5962.0,
893.97723,5695.4,
897.48969,10393.9,
897.99225,3847.0,
898.50153,7712.7,
899.50916,30816.1,
900.51117,19048.6,
901.98279,40105.9,
902.48444,49075.7,
902.98566,27702.7,
903.48578,10485.2,
907.45807,3547.5,
908.46899,8928.6,
909.51746,19044.5,Bb8+[sz]
910.52124,9713.9,
910.98779,50015.6,Ab7++[pepB]
911.4895,70342.3,
911.9917,37870.4,
912.50116,16941.9,
917.51984,13327.5,
918.52374,8133.3,
929.99762,5304.3,
930.50452,4299.5,
960.02252,3712.8,
967.5271,25548.7,Ab8++[pepB]
968.03082,23483.8,
968.53119,29451.3,
969.53131,7692.0,
972.47931,4631.8,
977.47198,98554.5,Ay7+[N]
978.47565,63158.2,
979.49371,29658.8,
980.50574,7917.0,
982.46423,6183.7,
985.53101,10386.5,
986.61804,6683.1,
987.6156,11144.4,
988.54999,5764.6,
1000.47253,40945.9,
1001.47565,27529.6,
1002.48279,5989.8,
1012.58856,8757.3,
1013.52826,8832.5,
1014.52197,4158.8,
1030.60071,8608.1,
1031.6073,4679.2,
1038.5603,3797.5,
1046.49768,7809.1,
1056.56665,5869.2,
1057.57544,4823.9,
1064.50366,75121.8,Ay8+[N]
1065.50684,46899.6,
1066.50867,13979.3,
1083.6283,41265.7,By9+[sz];By0+[sz]
1084.63184,26305.7,
1087.49048,8592.4,
1088.48682,7254.6,
1095.56567,3739.6,
1101.63989,56715.6,
1102.64417,30652.7,
1103.51428,31135.9,
1103.64746,10545.1,
1104.51758,24317.6,
1105.50269,41421.0,
1106.50269,19832.5,
1107.50415,7280.3,
1110.57898,17313.9,
1111.58459,10363.4,
1113.55566,21197.0,
1114.56384,14208.0,
1115.57715,7845.9,
1121.52478,236009.8,Ay9+[N]
1122.52734,183785.2,
1123.52942,47929.0,
1124.5343,11146.8,
1132.60059,6484.4,
1170.66223,7015.8,
1171.66187,4801.4,
1182.57227,4644.6,
