m/z,intensity,ions_base_sc
166.12273,49838.1,
171.07625,210467.2,
173.40382,461379.5,
179.04851,68191.7,
187.14395,174832.8,
188.9845,54697.9,
201.03191,54669.6,
209.10313,112990.0,
210.02226,118823.8,
215.13928,74313.4,
218.05896,124180.1,
225.09822,81291.3,
225.12451,95576.5,
227.04843,835218.0,
228.05199,54670.8,
232.11128,310181.6,
234.09065,738295.8,
239.11382,117784.0,
244.07437,66204.7,
244.16577,101592.9,
245.05928,77418.9,
245.07785,58834.4,
251.15112,65458.6,
252.13391,66998.8,
260.10629,194770.5,
262.08557,4841314.5,Ab2+[N]
263.08856,481589.6,
264.0813,132983.2,
268.13052,54438.0,
270.14481,2147784.5,
271.14807,197154.0,
272.10751,74224.7,
274.12256,90570.7,
286.14011,60505.6,
289.13272,351395.6,
290.11588,99622.2,
302.09827,67316.9,
307.14346,1871383.9,
308.14685,236978.2,
309.13754,57719.3,
313.64844,51010.5,
331.14337,136813.0,
333.16,96084.1,
338.18173,70372.5,
343.14319,80044.5,
352.19788,86217.9,
361.1539,1790605.4,Ab3+[N]
362.15704,202604.5,
404.1951,70484.2,
415.18237,82125.4,
420.22733,548298.9,
421.22928,145843.2,
432.1911,563237.4,Ab4+[N]
433.19373,93333.3,
439.23151,90169.2,
446.17084,80222.8,
468.72665,60537.8,
469.16577,66577.1,
512.20758,113460.1,
522.19739,62919.7,
529.2066,160555.0,
531.25952,260174.4,
540.20514,279186.4,
547.21771,479758.8,Ab5+[N]
548.21808,95236.1,
549.26923,314529.5,
550.2738,86776.2,
567.59985,62672.2,
568.71613,59746.2,
575.20795,61760.2,
583.2464,73993.2,
585.24841,91792.9,
610.79352,63748.6,
611.24146,259882.7,
611.29053,90174.6,
612.24146,67353.1,
639.27234,147239.8,
658.25018,173254.5,
668.25793,74742.5,
671.31189,74697.1,
676.25934,160614.3,
710.30908,181247.0,
711.31122,81242.9,
721.3205,223904.7,
722.32654,73400.5,
729.01099,55022.0,
745.27856,114536.1,
758.02576,73711.0,
763.29443,123588.9,Ab7+[N]
764.30255,132859.1,
788.35236,69860.6,
795.03369,95778.1,
799.31201,59290.9,
800.35651,101164.4,
800.7002,88261.2,Ay8+++[pepB]
801.03741,61652.0,
801.36664,64885.8,
806.91187,63603.4,
815.41821,206382.1,
815.9184,299953.7,
816.4201,77778.9,
827.04218,61357.7,
828.29974,99366.9,
833.37079,68831.5,
833.70477,70822.8,
839.37946,172856.3,
839.71045,110391.6,
840.05334,110035.4,
843.0368,109454.7,
843.37067,104178.4,
843.70618,108343.9,
844.0354,92327.9,
850.36981,102336.4,
851.38104,77633.1,
853.0423,86060.0,
853.39807,108979.8,
854.35217,99141.3,
857.0545,175269.5,
857.38885,146333.8,
862.72467,318345.5,
863.05835,658593.5,
863.39172,487945.1,
863.72461,115200.4,
868.38593,272635.7,
869.3869,146903.0,
871.4328,77912.4,
872.35754,239194.7,
873.36414,99843.9,
880.43958,98834.4,
881.06689,77942.7,
881.39911,100401.8,
881.72418,106495.5,
882.34332,276505.2,
889.7464,143843.8,
890.06799,217902.7,
890.40656,201718.8,Bb10+++[pepA]
890.73828,213006.8,
895.74792,566201.6,Ay11+++[pepB]
896.07959,798395.3,
896.41364,553111.6,
896.74268,518076.8,
897.0564,70242.5,
900.35126,399870.2,Ab8+[N]
901.35779,180757.0,
902.36102,101302.4,
910.40417,85800.2,
911.40082,115236.9,
911.73212,145594.2,
912.06128,76350.3,
912.40729,81923.0,
916.409,96292.6,
916.7478,91123.7,
918.74438,74881.8,
918.90021,158090.0,
919.41156,135695.9,
919.7467,104060.8,
925.07446,76978.5,
926.41846,83894.9,
926.91943,65610.8,
928.07501,112671.2,
928.41968,115796.8,
928.74506,100857.1,
929.75543,75585.1,
930.40729,82606.4,
930.74121,108419.7,
932.89966,129669.9,
933.4068,164063.7,
933.74786,107451.0,
933.90869,136179.7,
934.08118,147471.2,Ab12+++[pepB];Bb11+++[pepA]
934.41772,169197.0,
934.74304,106399.0,
937.75513,92947.4,
939.07703,109914.5,
939.41528,308326.0,
939.74829,166339.6,
940.08417,218449.6,
940.42834,115798.6,
943.09033,111699.8,
943.41443,396111.1,
943.75256,315204.5,
944.08563,135655.9,
944.41174,152487.7,
945.07465,105057.4,
945.41211,191994.2,
945.74207,101610.0,
946.06665,90195.6,
946.76703,213329.8,
947.10016,158147.2,
947.43243,105041.2,
948.43597,72276.0,
949.08905,529411.8,Ay12+++[pepB]
949.42535,859428.1,
949.75873,848288.4,
950.09326,202801.6,
950.43011,98534.9,
951.93768,68307.9,
952.43872,118185.6,
952.77075,245984.7,
953.1062,164635.5,
953.43372,134288.2,
953.77386,101907.6,
956.42444,79218.1,
956.75897,84409.0,
957.08813,88072.7,
957.33893,99333.7,
959.76031,70045.9,
959.95477,86087.5,
960.45367,177480.7,
960.95599,80603.6,
961.43665,72517.2,
961.7644,90792.3,
962.09644,94992.8,
962.42297,112946.2,
962.76965,105366.4,
965.09448,126055.0,
965.42493,144805.5,
965.76318,88492.2,
966.4519,84971.4,
967.44189,255245.3,
967.76959,203260.0,
968.10461,600587.8,
968.43408,423538.8,
968.76855,232184.0,
969.09894,140355.6,
970.77124,208582.3,
971.10083,263053.5,
971.39343,681672.3,Ab9+[N]
971.76477,200089.8,
972.09296,109667.2,
972.3916,235634.5,
973.43762,158305.4,
973.77612,500699.1,
974.11194,311884.5,
974.44666,221468.4,
974.94598,73174.6,
976.76971,1311094.1,
977.1037,2543271.0,
977.43811,2028164.4,
977.77203,1002653.8,
978.10498,187732.9,
979.46198,243692.2,
979.96057,138261.7,
980.46411,181515.3,
980.96387,68063.4,
981.46185,187671.8,
982.46722,103288.0,
982.77338,5168758.0,Ay13+++[pepB];Ay0+++[pepB];By12+++[pepA];By0+++[pepA]
983.1076,10021791.0,
983.44153,7813490.5,
983.77466,4735291.5,
984.10797,815838.1,
988.46411,857702.9,Ay4++[pepB]
988.96722,957698.3,
989.46698,682729.1,
989.96619,108127.5,
1014.98022,191931.6,
1015.48566,247414.7,
1015.96875,99360.4,
1016.49268,169280.0,
1019.45502,137780.7,
1019.9538,105515.1,
1023.9834,985116.6,Ay5++[pepB]
1024.48499,1265678.9,
1024.98718,643361.9,
1025.48853,258992.6,
1028.40198,98627.1,Ab10+[N]
1029.41956,71185.3,
1039.96082,107881.9,
1040.47754,93908.9,
1047.4917,99349.7,
1048.95886,78725.3,
1056.39978,70262.3,
1061.47083,80787.6,
1069.4884,99059.9,
1069.99292,141976.4,
1079.00989,65308.4,
1079.50464,104184.3,
1082.51624,354678.9,
1083.50867,301705.7,
1083.99512,368636.7,
1084.5022,296966.3,
1085.49707,72521.3,
1091.50012,112162.6,
1091.99707,93970.0,
1092.51318,1179816.3,Ay6++[pepB]
1093.01501,1396017.6,
1093.5155,1026538.5,
1094.01611,370565.3,
1104.48633,76304.8,
1105.49438,118675.5,
1113.51672,118409.4,
1114.01025,141566.0,
1114.52039,137081.1,
1118.5116,130359.2,
1119.00659,145892.8,
1123.02454,84799.4,
1124.49683,78274.5,
