m/z,intensity,ions_base_sc
157.13382,8088.4,
164.1185,20092.0,
165.53867,2438.2,
166.0614,88737.4,
166.12299,50017.7,
167.06474,3840.8,
167.12592,5102.5,
169.06589,2315.9,
169.42435,2461.8,
173.40807,9309.5,
175.11929,10840.3,By1+[N]
176.11874,3164.1,
183.14909,6299.6,
185.12898,3475.7,
193.14532,5312.1,
194.12926,5282.6,
195.08775,3007.8,
198.05861,2532.1,
200.13968,12825.8,
201.12328,9484.2,
203.06799,2560.6,
204.08044,8218.7,
209.14005,61616.6,
210.14357,5712.9,
215.13977,3870.6,
218.15025,59902.1,Ay2+[N]
219.15334,4939.4,
220.09612,4807.8,
220.10838,101529.3,
221.1118,11047.4,
225.04327,3485.8,
226.15564,4151.2,
227.17598,3489.3,
229.11896,3126.4,
232.0757,6407.2,
237.13499,270369.4,
238.13834,23354.8,
243.13518,4585.3,
244.16566,11857.1,
245.37587,2784.4,
246.1562,4343.4,
249.09807,3034.7,
254.16219,3340.7,
255.13303,3374.6,
271.08679,8151.1,
271.29816,2470.8,
272.06961,3940.2,
286.14029,13467.5,
290.08136,4772.4,
295.60406,2828.3,
301.18768,7814.0,
302.09787,2753.8,
310.11505,3612.4,
310.49515,2528.7,
312.19247,16579.5,
313.19571,2986.4,
322.17703,4069.2,
331.23456,104574.5,Ay3+[N]
332.23749,10540.3,
337.20374,38302.3,Ay6++[N]
337.70511,12713.6,
340.10657,4288.6,
340.18692,17581.4,
342.20532,3255.7,
343.10669,3428.6,
343.17261,10278.8,
347.10352,4583.1,
348.20367,18657.4,
361.18393,4028.9,
365.48535,2899.8,
391.19543,3185.4,
394.71707,188645.5,Ay7++[N]
395.21844,53312.6,
395.26544,17579.5,
395.71988,13146.2,
399.22421,3919.7,
402.64999,3432.9,
404.10712,3684.9,
411.14505,3761.1,
415.18097,2941.3,
423.19882,5188.1,
423.25876,3518.7,
425.17902,7972.3,
429.26059,6746.4,
430.23135,5473.6,
432.25674,9293.0,
441.17755,3236.9,
446.26199,5055.0,
447.27191,64614.0,
447.30463,4840.9,
448.27533,10497.3,
450.25952,17437.8,
453.68814,4861.7,
456.25723,4150.4,
457.72263,2854.2,
458.19998,29660.4,
459.20306,5788.6,
459.23718,4337.9,
466.20023,27882.2,
466.70102,10678.1,
474.71249,9314.4,
476.14355,3754.3,
477.24548,5837.2,
480.1965,8712.3,
480.6962,6250.9,
485.18317,5210.0,
487.74918,9703.8,
488.71259,3087.7,
497.69125,11188.3,
498.19034,3364.5,
498.69577,5102.2,
500.21909,10078.8,
503.22607,7808.0,
505.24091,4739.8,
508.25085,7427.4,
508.70721,11284.0,
509.25644,3301.3,
515.73419,32471.9,
516.23621,22404.7,
516.73511,6879.4,
517.22217,3587.8,
517.29785,8533.6,
517.72363,5419.7,
523.71069,3253.8,
527.29376,8580.5,
529.73114,20158.2,Ab4++[pepB]
530.23175,14953.0,
530.73291,5261.8,
536.28265,3379.9,
537.7655,4503.9,
538.26624,5718.4,
541.23767,3811.9,
542.31958,8294.3,
545.30664,3744.1,
548.3186,5251.6,
553.71332,5192.5,
554.21576,4392.6,
555.23492,3506.1,
558.24182,10685.6,Ab5++[pepB]
558.74432,8138.8,
559.24371,4674.3,
566.22192,50149.2,
566.72278,24775.0,
567.22186,8106.7,
567.76422,29581.1,Ay10++[N]
568.26263,13695.8,
568.77008,5094.1,
569.23798,4129.4,
571.28375,13629.5,
573.22858,11204.1,
574.73041,4649.6,
576.31567,17898.8,
580.26471,5244.0,
598.23291,3965.6,
600.28455,24556.6,Ay16+++[N]
600.33636,6228.9,
600.6189,23967.0,
600.95166,13762.1,
603.2453,10516.4,
603.74805,9510.0,
604.24323,3818.7,
608.62622,7342.7,
608.76691,9104.1,
608.96082,6173.5,
609.27094,3286.0,
609.76843,3936.5,
610.25592,5074.7,
610.76105,4698.3,
615.75586,100522.7,Ab6++[pepB]
616.25702,51453.5,
616.75745,24029.3,
617.29071,8028.4,
618.33667,17630.5,
622.76428,27014.9,
623.27289,13888.3,
623.76892,9513.1,
624.26855,3913.9,
627.03662,4775.0,
627.29102,3746.7,
627.54156,3072.2,
630.7818,3499.1,
631.02576,3490.0,
632.28552,35238.1,Ay11++[N]
632.7876,14026.5,
633.28949,8755.7,
633.79309,5705.4,
635.28601,17337.8,
635.53638,13607.4,
635.78656,8869.9,
636.03796,5847.3,
638.28265,4022.1,
641.78033,3492.5,
642.32245,23513.9,
643.32758,4362.3,
644.26404,10484.3,
644.32196,3136.0,
645.04425,3793.2,
645.28925,4757.0,
645.79004,6120.3,
649.79126,3733.4,
650.33655,3478.8,
651.29382,14559.7,
651.54407,19359.1,
651.79382,10759.6,
652.04785,11471.7,
653.62421,4460.0,
655.54883,4763.6,
655.79565,294286.4,
656.04669,297093.2,
656.29675,302673.1,
656.5473,114481.0,
656.79803,16595.9,
658.06116,6186.2,
658.30048,26597.8,
658.8009,15605.6,
659.04535,4442.6,
659.30188,7189.2,
659.78961,12845.1,
660.05328,18980.5,
660.29987,20881.4,
660.55475,13453.7,
660.79401,8059.4,
663.79211,3694.4,
665.31726,5830.2,
666.28967,5294.8,
666.79077,5432.8,
667.29315,3589.0,
667.83093,4020.6,
669.80463,5844.1,
670.06024,10123.3,
671.8045,12146.2,
672.05322,5927.8,
672.29968,82008.7,Ab7++[pepB]
672.79944,40541.8,
673.2981,16951.6,
673.40051,16363.1,Ay6+[N]
674.39935,6268.1,
676.05933,11362.4,
676.31165,27284.9,
676.56012,22014.0,
676.80927,10062.1,
677.05829,7479.3,
677.31372,4108.7,
679.3089,11264.3,
679.71155,11212.6,
679.80756,9029.2,
680.04474,21716.1,
680.30731,10110.9,
680.56274,274452.3,
680.81342,325398.8,
681.06372,294388.5,
681.31427,159640.9,
681.40198,9738.1,
681.56256,10147.1,
687.81952,3882.7,
688.82788,34633.9,Ay12++[N]
689.32581,13385.4,
689.37494,23830.3,
689.82935,10207.0,
695.32007,3415.3,
701.33661,6870.2,
706.29993,9587.1,
