m/z,intensity,ions_base_sc
156.34465,2130.5,
157.13358,12429.5,
158.0923,5745.3,
158.13696,2295.2,
159.07628,3460.8,
159.09184,6122.7,
166.12265,35301.2,
167.12608,4741.0,
171.14915,2462.1,
173.12877,4633.8,
173.40686,17745.6,
175.11192,3259.1,Ay1+[N];By1+[N]
175.119,30988.1,Ay1+[N];By1+[N]
176.12285,2763.1,
185.1283,5850.0,
187.0719,5360.5,
191.1178,3780.9,
207.11304,8178.1,
219.1131,3435.6,
229.12988,7432.2,
233.16486,18164.6,
234.16869,3497.4,
245.12485,3851.3,
246.12317,2422.7,
246.1563,12759.1,
248.15987,3156.4,
249.16023,8703.0,
254.18629,3874.8,
261.15973,9023.1,
262.15109,13259.7,
265.11847,11171.0,
267.17139,2469.2,
274.11935,7618.8,
277.15396,4505.1,
289.11804,5565.7,
292.35892,2711.2,
293.1131,10743.1,
301.15848,5341.9,
312.69604,4073.4,
313.19809,4986.5,
334.1394,18416.8,Ab3+[sc]
335.1441,3784.3,
341.36548,2906.6,
345.22461,14264.8,
359.16516,5756.6,Ay5++[N]
359.66547,5185.4,
362.21625,5532.6,
367.2717,2862.5,
367.3801,2813.3,
376.2218,3721.5,
377.2551,4852.3,
381.1889,3882.1,
395.26468,12618.9,
402.24561,3587.3,
405.21204,3021.5,
405.74594,2705.9,
408.18793,5863.8,
410.16562,2787.8,
413.27548,3123.6,
425.21432,55256.9,Ay3+[N]
426.2175,17617.3,
432.25635,64632.4,By4+[N]
433.25937,15198.5,
446.27191,10085.0,
447.22397,4768.3,
450.2587,42023.2,By7++[sz]
450.7601,29830.4,
451.26193,11856.1,
457.55893,3332.9,
465.27515,4883.1,
468.26196,2851.8,
482.23511,5900.6,
501.29373,2789.2,
504.24637,3140.1,
506.80069,15336.8,By8++[sz]
507.30295,7290.6,
507.80466,3975.8,
515.32983,3930.0,
533.31537,2998.1,
536.24585,11436.7,
537.24945,4449.5,
538.80322,3082.2,
542.31927,327655.1,By9++[sz];By0++[sz]
542.8205,227383.6,
542.86987,5849.7,
543.32184,77374.0,
543.82373,18495.9,
545.3418,10643.4,
546.34381,5052.0,
551.32715,4077.6,
551.82465,4144.9,
554.25708,92432.2,Ay4+[N]
555.25989,29813.0,
556.25757,5705.0,
556.82483,3099.1,
576.34906,3566.4,
576.63525,6151.1,
576.84894,5121.1,
576.96838,3670.2,
577.3075,5175.4,
582.63812,11199.4,
582.97266,7968.7,
588.32819,3085.6,
589.28223,4899.1,
593.34277,10817.5,
593.84711,4349.3,
603.49341,3174.0,
607.25922,2750.6,
616.35034,4589.9,
618.33618,50819.4,By5+[N]
619.33899,21167.4,
620.33551,3524.7,
624.32611,8651.3,
624.82831,3675.5,
628.41345,2885.0,
632.35968,5139.8,
633.02374,3585.0,
633.35889,5717.3,
635.35046,14158.8,Ab2++[pepB]
635.85339,13251.5,
636.35632,3918.5,
642.36078,5505.6,
643.34125,3750.9,
643.6759,3334.3,
643.85333,10084.3,
644.35583,7592.8,
649.34473,7184.1,
649.67877,4897.6,
651.36517,3617.3,
652.00555,3682.2,
652.38141,4700.8,Bb5+[sz]
653.3819,3555.0,
655.84955,3659.8,
657.67468,3831.5,
658.00922,12552.1,
658.34033,5607.0,
658.6778,4648.9,
663.30756,4189.4,
663.6792,24167.2,
664.01257,28202.6,
664.29626,4858.0,
664.34875,25188.2,
664.6767,3600.9,
672.39966,4321.0,
673.43884,5332.3,
674.43799,4147.1,
686.38757,4013.8,
689.37292,77473.0,By6+[N]
690.37567,31842.9,
691.38129,6667.9,
697.85846,8869.6,
698.36005,8567.6,
698.86322,3401.8,
700.29022,3039.9,
704.39935,3888.3,
708.88605,31065.7,Ab3++[pepB]
709.38684,24297.6,
709.88745,15304.7,
717.32031,233144.1,Ay5+[N]
718.32324,85227.0,
719.32611,23660.0,
720.32886,6594.0,
721.39215,3857.6,
722.40643,4408.6,
728.39697,6936.1,
729.39978,3930.9,
736.38995,3683.7,
743.40533,4293.2,
744.41943,4145.7,
754.40155,6185.0,
754.8985,7414.6,
755.40521,3797.7,
756.41547,3482.7,
759.90894,4230.7,
765.42694,11516.7,Ab4++[pepB]
765.9278,8743.2,
766.4303,6157.8,
779.42725,4665.9,
780.43323,3773.9,
792.4433,10543.3,
793.448,6016.3,
793.93878,8759.0,Ab5++[pepB]
794.43732,8297.2,
794.93842,3925.8,
804.92285,14024.1,
805.42584,15724.4,
805.92853,8955.1,
823.9328,4422.8,
828.44733,15324.2,
828.94952,21339.8,
829.45227,13697.2,
829.95453,3817.3,
830.4043,87903.2,Ay6+[N]
831.40753,43002.1,
832.4093,12500.7,
833.46503,8550.2,
837.45441,23800.5,Ab6++[pepB]
837.95618,23661.1,
838.46021,14224.3,
838.95813,4921.5,
851.44366,5005.2,
873.45313,3909.4,
873.95056,4182.7,
895.02307,3580.8,
897.48901,3978.6,
899.50836,8760.9,By7+[sz]
900.51184,9153.2,
901.98352,9490.9,
902.48499,16952.4,
902.98889,6070.1,
903.48895,5773.2,
908.4751,8105.4,
909.48572,3235.3,
910.98657,11514.1,Ab7++[pepB]
911.4903,16473.2,
911.99133,16797.1,
912.49268,5073.6,
914.44513,4170.8,
922.48969,5948.5,
923.48639,4699.2,
967.53064,7288.9,
968.52924,7166.8,
977.47272,27438.6,Ay7+[N]
978.47504,19611.6,
979.50067,10831.1,
980.50934,7556.4,
1012.59662,3905.3,
1043.48035,6443.3,
1056.56323,3654.4,
1064.50354,19461.4,Ay8+[N]
1065.50745,14754.8,
1083.62903,16272.3,By9+[sz];By0+[sz]
1084.62598,6107.9,
1101.64075,15650.6,
1102.64355,15096.9,
1103.51318,11541.5,
1104.52051,8137.0,
1105.51489,4392.8,
1121.52563,69503.3,Ay9+[N]
1122.52881,52202.2,
1123.53369,18527.9,
1124.52954,4369.9,
1132.59949,4308.9,
1234.60803,17774.8,Ay10+[N]
1235.61401,11598.4,
1236.60779,4080.8,
1247.65369,3947.0,
1417.76514,4997.6,
1567.73499,18980.2,Ay13+[sc];Ay0+[sc]
1568.74316,16364.1,
1569.75061,10944.1,
