m/z,intensity,ions_base_sc
124.82201,1649.3,
128.07086,2312.7,
128.71402,1989.1,
129.07649,2037.8,
129.10228,20171.6,
130.08629,8826.1,
130.13326,2360.0,
132.39346,1839.8,
133.04305,2575.5,
133.71953,2040.6,
140.12453,2028.3,
142.5761,2239.0,
147.11298,15679.0,
150.9361,2622.5,
162.45291,2508.8,
166.06108,3804.8,
166.123,4271.8,
173.1284,9032.9,
173.40605,16890.1,
175.11951,3834.7,
180.43681,2652.4,
185.16461,6199.2,
188.45567,2393.7,
198.12349,3920.4,
199.10776,16147.6,
213.03299,4419.6,
216.13429,41992.1,
218.15004,5207.3,
220.10725,3356.6,
221.91164,2817.3,
228.09743,3827.7,
236.23177,2968.3,
237.13434,8019.0,
239.11394,12564.0,
248.06947,6731.3,
290.14645,3084.2,
294.15601,3705.2,
302.09784,4689.2,
319.108,6551.5,
320.17157,15851.0,
321.17593,5265.7,
329.21826,6771.1,
338.18237,33678.4,
339.18628,4248.5,
352.19708,3406.1,
394.71664,7426.7,
421.22,10310.9,
439.22983,17883.6,
449.16748,3766.7,
458.23273,4222.4,
486.74304,3401.5,
518.3941,3036.3,
524.31628,3001.8,
534.25848,4276.2,
534.30316,16927.6,
535.30597,3701.4,
552.31458,14939.5,
555.78241,19840.4,
556.28467,16165.1,
562.25037,6670.5,
564.78815,47431.8,
565.28992,32202.1,
573.29132,3056.1,
580.26349,3434.6,
609.78546,4228.8,
617.29022,3124.8,
618.28839,7144.4,
630.31018,15739.1,
636.23798,4049.4,
638.82538,3137.9,
645.2796,3721.2,
655.84076,28939.1,
656.34186,20476.8,
664.84589,42787.1,
665.34711,26490.0,
671.31854,3982.3,
681.36969,3588.9,
689.33063,7107.6,
689.83179,4787.5,
690.41382,4562.4,
690.7865,4894.0,
699.38403,11605.8,
700.3844,4353.6,
703.88312,3989.5,
709.33722,5300.5,
717.89136,4153.1,
718.32397,4895.5,
718.38977,52168.6,
718.89313,7351.5,
777.37805,26296.0,
778.37842,7894.2,
782.35065,3440.2,
800.35767,5493.5,
808.33093,3394.4,
833.35748,3547.8,
847.43207,5091.0,
847.93378,7183.5,
852.70917,3064.0,
853.41565,3815.7,
871.43091,16579.8,
872.43445,4933.9,
880.39093,3550.6,
882.9502,5862.1,
883.45398,6972.0,
884.38226,4898.9,
885.72589,3498.4,
886.06268,3166.5,
890.46375,20548.8,
891.46405,7840.6,
895.42914,3162.0,
913.44208,7407.7,
918.47119,5576.0,
918.96857,7163.0,
933.51862,5465.4,
953.98615,6250.9,
954.47925,7759.9,
982.46448,14055.3,
983.47046,4596.9,
991.50964,37043.5,
992.51147,14099.2,
1000.47388,29642.5,
1001.47858,12756.9,
1020.54865,11714.4,
1021.55438,7439.1,
1040.49341,4318.3,
1068.55249,5050.6,
1095.54688,5761.8,
1096.55994,3934.9,
1113.56128,12801.9,
1114.56055,4122.5,
1128.56812,6624.9,
1133.62903,5243.1,
1182.5813,5351.2,
1263.56506,3338.2,
