m/z,intensity,ions_base_sc
164.86154,2343.0,
166.12279,5917.7,
173.40587,13519.9,
175.11896,5362.0,
193.66866,2710.6,
204.31525,2433.8,
226.11923,3816.2,
244.16605,6058.8,
262.14008,6684.8,
274.1218,3149.0,
278.5354,2932.9,
281.80359,2788.9,
282.18118,2657.3,
289.16156,5240.2,
301.91202,2919.4,
327.90689,2814.5,
359.8743,2997.8,
373.19034,5588.3,
388.23062,5188.5,
395.37482,2625.9,
441.97272,2751.9,
508.27597,9047.6,
559.23785,6291.9,Ab5+[N]
560.24213,3713.1,
579.31403,7960.0,Ay5+[N]
580.31567,3056.7,
588.34711,10493.9,
612.87921,7762.9,
613.3858,7030.3,
623.33197,4895.3,
630.80634,21344.6,Ab11++[sc]
631.30798,15669.4,
631.80798,5395.9,
632.30798,3359.3,
654.3136,3653.9,
672.31866,5816.9,
692.38,3139.9,
698.37524,3632.6,
698.44189,2841.1,
706.88953,5163.4,
707.39514,4654.3,
725.34534,3636.2,
769.8653,5128.2,
818.4353,4396.3,
854.91626,3954.2,
900.51349,3622.5,
901.5177,3577.0,
957.98822,4208.1,
975.13025,2922.2,
978.47284,8057.3,
979.47229,4933.4,
982.5116,3986.0,
986.995,4260.0,
987.24005,8850.9,
987.47516,3573.2,
988.51697,4095.1,
988.84369,4767.4,
994.51605,5655.7,
1006.98712,4864.4,
1007.48981,5856.0,
1034.51807,3894.8,
1036.82239,3902.7,
1042.45911,3426.4,
1045.52319,9229.3,
1046.02942,10074.9,
1046.52368,4128.0,
1049.51245,3730.4,
1050.54993,4304.0,
1051.05249,3578.4,
1051.53186,3878.3,
1055.02673,6842.8,
1057.85767,4224.8,
1067.5415,5623.0,
1072.05554,3795.9,
1072.21582,5085.8,
1076.55188,52407.1,
1076.86475,3301.4,
1077.05396,30522.2,
1077.55493,20974.7,
1080.28601,4047.8,
1080.54907,3656.3,
1083.29822,4542.4,
1083.54297,30687.2,
1083.79626,21833.4,
1084.04663,13007.2,
1084.29395,11763.3,
1084.53918,5898.0,
1084.88989,3720.0,
1085.5603,4185.9,
1086.06091,4213.3,
1087.03528,3908.0,
1087.82202,6681.6,
1088.17224,4206.1,
1089.04639,3906.8,
1089.55127,3856.5,
1092.57019,6089.6,
1093.05212,3299.0,
1093.54944,4587.8,
1094.56104,3396.6,
1095.55591,7056.2,
1096.05286,3492.1,
1096.87219,3581.1,
1097.29517,5611.9,
1097.54871,12743.5,
1098.04944,3914.8,
1098.55823,3945.6,
1098.91406,5786.5,
1099.55334,14768.3,
1100.0459,6989.9,Ay19++[sc];Ay0++[sc]
1100.17163,3595.5,
1100.55042,9299.3,
1101.0481,9781.2,
1101.55505,6743.9,
1102.01123,4337.9,
1103.1781,3716.5,
1103.38257,3859.2,
1103.56543,25661.9,
1103.7771,11369.1,
1103.8938,14697.3,
1104.05579,33924.1,
1104.1886,4290.9,
1104.30615,35299.1,
1104.55237,31928.1,
1104.797,15366.1,
1105.05298,19011.9,
1105.54871,5059.0,
1108.05493,8154.9,
1108.30627,50761.7,
1108.55481,558269.7,
1108.80798,228725.8,
1109.05579,313522.2,
1109.30737,121295.9,
1109.55603,228204.5,
1109.88342,44542.8,
1110.05432,18022.8,
1110.21826,7232.8,
1112.06714,4664.0,
1121.56287,6636.3,
1138.49573,15435.0,By9+[N]
1139.4978,8169.2,
1152.57471,5783.7,
1171.59033,5833.7,
1172.08765,4487.5,
1210.62415,5336.2,
1224.75964,7394.8,
1225.76062,5935.7,
1260.60474,19764.7,Ab11+[sc]
1261.6073,18669.6,
1262.62122,6858.6,
1269.64331,6030.4,
1270.30017,8367.1,
1273.97998,4134.6,
1282.6322,4123.3,
1315.65405,5828.6,
1315.98047,11328.0,
1316.65234,3978.0,
1328.99622,5016.1,
1342.65576,4163.6,
1348.64294,5787.9,
1349.64893,4313.7,
1353.69507,5219.2,
1370.35632,3855.3,
1376.37402,7716.0,
1376.69177,4216.0,
1377.03076,4273.9,
1415.68604,4520.7,
1416.6908,8618.7,
1417.70142,5097.6,
1449.68469,10617.9,
1450.6864,5330.8,
1544.77881,4616.3,
1585.81604,5617.0,
1586.30518,6896.6,
1658.89136,4382.6,
1708.8291,4210.8,
