m/z,intensity,ions_base_sc
148.57599,2929.9,
164.38284,2375.4,
166.12263,45101.3,
167.12587,6565.8,
169.33208,2515.1,
173.12877,3308.2,
173.40326,20934.2,
175.11894,11716.4,
183.14911,10408.7,
184.1335,4725.9,
185.05685,2929.1,
185.16478,18777.6,
195.14958,2598.5,
197.1295,2682.2,
198.12389,6237.2,
199.10826,3580.0,
201.12387,3029.4,
211.14442,4209.4,
211.60956,2717.4,
213.16023,5119.0,
215.13892,3718.0,
217.08131,2747.0,
217.13492,2690.9,
218.14964,5202.6,
226.11867,49161.5,
227.12288,4980.5,
228.13403,3022.7,
242.15005,3161.7,
244.16579,11188.0,
248.16165,2909.5,
262.15216,4815.0,
265.19128,3262.6,
266.17529,13684.1,
267.17902,4333.2,
282.21771,73208.2,
283.20163,6670.0,
283.22095,21247.0,
293.18655,4942.9,
294.18219,10563.0,
295.18576,4553.6,
300.22867,2882.9,
310.21249,9349.4,
325.18732,28016.4,
326.17105,31618.3,
326.1908,6899.1,
340.18683,5640.9,
361.21921,4909.7,
382.13675,2801.0,
382.2702,26980.3,
383.27414,11116.7,
388.29449,3002.4,
394.21039,4156.6,
395.26584,4837.6,
410.27377,12763.2,
412.22098,8376.7,
417.31549,3313.1,
425.23889,4509.3,
438.27145,5956.9,Ab4+[N]
439.27356,4357.6,
477.24353,3733.0,
490.26334,7619.4,
491.26764,2996.6,
495.25702,8216.1,
513.26849,4608.7,
542.31989,4602.0,
566.66418,4004.6,
573.64337,2615.5,
589.32941,6315.4,
649.86121,3348.6,
688.38049,4034.2,
689.37683,4157.8,
698.38257,3387.1,
698.87732,4204.4,
706.89117,33999.2,
707.39258,39278.5,Ay4++[pepB]
707.89502,27766.8,
708.39587,5449.3,
708.89453,2735.0,
756.42957,5434.4,
760.4176,14949.9,
760.91882,8618.3,
761.42181,5223.8,
766.6424,2810.9,
771.4126,3289.1,
803.46259,3040.5,
861.49207,4533.0,
861.99628,51458.6,
862.49872,27046.4,
862.99866,12519.9,
900.51556,46507.4,
901.51837,39176.0,
902.52258,11657.0,
908.49951,4798.2,
916.99908,3227.9,
917.49664,3445.8,
921.44617,3502.4,
926.00098,10683.8,
926.48059,21513.4,
927.00122,7081.3,
927.47906,20615.9,
927.71014,3259.4,
935.4563,4962.1,
936.44513,3581.6,
961.98486,4746.0,
971.49573,5957.9,
975.48303,4206.2,
975.98737,3822.5,
1001.56567,14011.8,
1002.56506,8047.2,
1025.95825,3518.4,
1043.60156,3762.4,
1052.57751,6990.7,
1088.59583,53200.3,
1089.59814,47688.3,
1090.60254,13832.8,
1092.51733,3851.6,
1135.86963,3517.8,
1146.58362,4187.3,
1147.6062,5264.9,
1156.15271,10234.2,
1156.65247,4909.9,
1157.16089,7986.4,
1177.5697,3921.7,
1185.16846,3495.3,
1187.66321,24954.1,
1188.66736,44168.8,
1189.67029,15536.8,
1190.67249,4993.2,
1264.56335,4201.7,
1395.76233,5148.8,
1396.73523,4417.1,
1412.77539,121340.4,
1413.77771,190029.5,Ay4+[pepB]
1414.78064,84442.2,
1415.78223,24675.6,
1511.84534,4420.1,
1512.85071,5490.0,
1519.83594,4476.6,
1520.84302,5843.7,
