m/z,intensity,ions_base_sc
158.09265,6515.0,
158.76001,4292.1,
166.12268,246816.3,
167.12611,26377.4,
171.11293,52039.4,
173.40886,12530.6,
175.11107,7163.4,Ay1+[N];By1+[N]
175.11906,108363.4,Ay1+[N];By1+[N]
176.12303,6789.0,
177.10173,7515.5,
183.14923,69608.2,
184.15279,6097.3,
187.07178,19075.9,
198.12381,66168.9,
200.1391,10101.6,
209.09308,6092.2,
221.09238,10281.7,
226.11871,505740.1,
227.12225,47605.0,
228.13464,11360.4,
234.09122,5348.2,
240.52628,5080.8,
244.16606,6633.4,
247.10774,8383.3,
250.59431,5426.7,
262.08588,18850.5,
262.15125,28437.1,
265.11807,14578.7,
270.14563,11693.4,
274.18756,95974.2,By2+[N]
275.10339,9325.4,
275.19067,8090.7,
282.21774,845491.1,
283.22101,128717.3,
293.11325,19879.2,
293.1861,31913.9,
297.19238,23341.5,
300.15555,146003.5,Bb3+[sc]
301.15915,16956.5,
307.14371,10102.3,
308.16083,5644.5,
310.21277,330771.5,Ab2+[sz]
311.21634,50453.2,
312.19141,7442.0,
314.14569,5165.2,
325.18726,378185.5,
326.19034,55071.8,
334.17709,6090.2,
350.13513,45732.1,
357.17651,9127.2,
361.15417,10603.8,
361.2196,41840.8,Ay3+[N]
362.22067,8979.7,
368.16058,13855.9,
379.16107,24085.3,
384.22476,6655.2,
387.2717,107681.7,By3+[N]
388.27335,24086.3,
390.17874,5142.9,
394.20868,38570.2,
396.18832,9601.2,
407.15668,14091.2,
407.26587,8460.8,
409.28345,6011.7,
411.25992,9036.1,
412.21927,79487.2,
412.2536,7990.1,
413.22192,14038.0,
417.21228,7925.0,
418.19568,6653.7,
427.22964,8332.2,
435.22443,41086.7,
436.22507,9762.6,
445.20883,9355.8,
450.23572,13799.4,
450.75974,9441.4,Ay8++[N]
451.26529,6927.1,
463.21924,44671.8,Bb4+[sc]
464.22189,15232.0,
468.24948,5432.6,
474.23248,7344.5,
475.21945,5869.1,
477.24576,51149.5,
478.23138,17510.1,
479.19391,7869.8,
480.78406,13451.0,
485.27188,13961.2,
490.26236,82134.5,Ay4+[N]
491.26428,19566.2,
492.24445,14089.4,
495.25635,97771.4,
496.21967,11860.8,
496.26007,25019.7,
500.35568,64080.3,By4+[N]
501.35947,20461.9,
513.26709,83888.8,
514.26917,16307.1,
517.67957,6149.4,
518.23358,6963.0,
520.24146,17211.8,Bb5+[sc]
521.24133,8260.0,
523.2901,6445.9,
535.3244,59463.1,Ab4+[sz]
536.32941,12281.3,
540.3067,6803.0,
549.27039,9494.0,
554.22675,13493.9,
558.5506,6137.2,
571.39331,71573.1,By5+[N]
572.39526,28450.1,
582.31335,6068.7,
589.33105,56157.1,Ay5+[N]
590.33344,15769.7,
590.82733,67625.1,By10++[N]
591.3291,50764.9,
591.83148,26110.5,
606.39862,13716.5,
621.30414,8996.4,
622.29608,9036.3,
622.36072,7235.9,
