m/z,intensity,ions_base_sc
159.81683,8452.5,
162.6131,9659.6,
166.12268,99914.1,
167.12601,14257.0,
171.09767,7620.3,
173.40356,249020.5,
175.11877,20411.3,
183.14911,12559.1,
184.13406,9671.5,
185.09212,9779.7,
199.10762,12445.3,
203.13908,18222.4,
211.14409,9450.2,
213.08708,30541.7,
216.68393,9297.8,
226.15492,19841.1,
227.1028,28643.0,
230.11354,9086.3,
239.13853,11789.1,
249.15994,18619.9,
277.64584,10836.3,
308.1976,27376.8,
320.30655,9981.7,
323.81085,9632.6,
341.14606,27897.5,
342.12845,17972.0,
405.17462,11303.5,
421.28024,12037.1,
426.23575,14035.0,
595.30859,15193.7,
596.31384,10811.3,
607.66547,11911.8,
637.82019,12341.1,
638.32068,15039.1,
643.30627,11479.9,
717.31824,20553.2,
719.32745,32075.4,
764.43176,11511.2,
830.40509,14796.8,
832.41284,31035.5,Ay7+[N];By7+[N]
833.40997,15164.5,
901.52539,12207.2,
933.46118,28169.6,Ay8+[N]
934.46735,11985.0,
935.45032,20077.5,
936.4541,12095.8,
956.52643,21286.6,
957.52423,17797.7,
1009.45673,13339.9,
1058.49988,14621.3,
1064.49756,13506.3,
1121.52686,26143.5,
1122.53223,28750.8,
1123.53955,12100.5,
1221.57239,20206.1,
1235.60767,14511.8,
1310.65625,12238.1,
1362.1217,12383.9,
1381.67786,12868.9,
1382.66406,15328.6,
1416.19983,11931.6,
1447.71326,13035.5,
1449.71033,13229.1,
1518.17859,13033.6,
1594.75842,13403.3,
1604.51086,15137.5,
1623.97473,14777.3,
1780.896,18625.2,
1944.95972,15668.7,
