m/z,intensity,ions_base_sc
161.0946,2228.3,
166.12259,18942.6,
167.31129,2439.7,
169.63756,2479.0,
171.30696,2183.7,
173.40425,41012.0,
175.1187,3173.0,
179.08174,6812.4,
183.149,3430.0,
185.16467,4065.9,
187.54288,2484.0,
200.90862,2560.0,
207.0759,5115.7,
226.11841,4410.9,
226.15578,5575.7,
234.14516,3414.8,
240.1344,2791.4,
244.16496,13092.5,
247.10175,2886.2,
248.06943,4784.2,
248.16026,4796.7,
261.12381,4358.0,
274.12204,4127.8,
276.15466,5343.5,
289.16287,2736.8,
307.14426,4121.0,
308.19736,3983.7,
318.12988,2833.9,
319.108,3809.8,
320.15994,4507.2,
321.17654,9898.2,Ay3+[N]
322.17633,3653.1,
325.18814,3386.3,
339.20172,3988.0,
341.14554,6323.3,
346.20825,3009.2,
347.2298,4966.8,
352.59799,2828.2,
373.19043,3244.1,
390.14352,4186.9,
416.19467,4203.7,
426.23373,6609.7,
436.21857,3051.4,
443.17075,3257.4,
447.25897,3058.2,
454.23108,4470.2,
476.27194,5025.1,
481.20651,3608.5,
535.3078,7034.6,
539.31897,9171.5,
540.32117,4785.9,
588.34613,3386.6,
631.30432,4060.7,
635.97198,3691.1,
639.31653,4035.2,
642.36096,3283.8,
658.39081,6167.4,
686.3877,5157.5,
693.6095,3064.5,
701.15656,2607.3,
707.38953,2671.5,
722.40613,5937.6,By6+[N]
723.41351,3030.4,
739.89368,3052.2,
766.44611,2976.5,
814.72351,8315.8,
824.41174,8615.8,
834.43451,14762.5,
835.43768,10157.1,
851.45374,3082.8,
853.40588,5445.5,
880.6712,3712.2,
901.4986,4231.5,
907.54785,3026.0,
922.48676,8548.2,
935.45215,4991.7,
951.50293,10944.8,
952.00079,5992.4,
952.78619,3043.3,
958.03278,20444.9,
958.5332,22401.2,
959.03369,10449.9,
959.5387,4628.1,
990.56067,4431.0,
1025.50513,4173.7,
1051.51941,4357.8,
1059.94922,3611.5,
1065.54492,3464.4,
1069.52637,4248.8,
1092.53845,3717.5,
1100.55212,4324.4,
1103.01184,4246.0,
1107.53101,3650.6,
1111.53076,3623.8,
1111.78406,5320.3,
1114.04224,3136.4,
1114.55054,4158.0,
1115.57361,4140.0,
1119.56055,3123.4,
1120.55603,5741.8,
1120.78296,6619.3,
1123.03247,3810.7,
1123.27271,3295.4,
1125.32898,4074.0,
1125.54956,7015.6,
1125.7467,4663.1,
1125.9928,3190.4,
1128.08911,4198.4,
1128.56873,6062.7,
1129.21985,3838.3,
1129.56372,11193.3,
1129.8147,8291.5,
1130.05566,3461.6,
1130.28918,3776.3,
1130.57275,3466.0,
1130.76501,4794.9,
1131.35437,4230.8,
1131.96021,3900.4,
1133.79065,5547.8,
1134.04285,12815.2,
1134.34241,8511.5,
1134.55396,20706.8,
1134.77222,25266.8,
1135.03064,15291.3,
1135.18018,9414.5,
1135.27478,3960.0,
1135.54504,14871.5,
1136.05225,4536.8,
1139.06067,4502.5,
1143.31409,3600.2,
1161.55432,4438.4,
1163.04529,3947.7,
1173.05261,5257.6,
1199.08362,6110.2,
1213.62061,4316.9,
1219.604,3813.4,
1220.57922,9035.2,
1221.08301,9871.8,
1221.58398,8023.4,
1222.08398,4633.9,
1222.59753,4783.4,
1229.67859,9333.5,By10+[sz]
1230.67468,4693.2,
1245.57007,3651.2,
1252.10669,4121.0,
1254.57178,5159.2,
1255.62964,4896.5,
1263.94055,4845.4,
1268.62231,4057.1,
1276.62305,5268.7,
1279.30591,5626.4,
1281.28442,3791.2,
1281.61548,4030.9,
1283.13135,3378.4,
1289.64319,4087.8,
1294.14783,3784.5,
1306.95203,7744.0,
1307.63623,4613.6,
1328.64954,6535.6,
1329.1543,5397.2,
1333.61865,4317.5,
1337.15869,11421.1,
1337.6543,11426.3,
1338.16943,9565.4,
1347.65894,3910.5,
1348.64771,6153.8,
1350.14893,5333.4,
1350.66431,5978.4,
1351.15295,5247.3,
1353.98669,6198.4,
1354.3219,5293.3,
1358.15833,12997.0,
1358.66211,16376.6,
1359.15881,11547.5,
1359.64917,20719.8,
1359.98401,8683.7,
1360.15588,5080.3,
1360.32263,5857.1,
1377.0271,5998.2,
1383.33264,5914.4,
1383.66443,4856.1,
1410.68701,9743.9,
1423.69775,7395.7,
1432.20154,9596.0,
1432.6958,5950.5,
1433.20093,6008.5,
1443.64331,7059.1,
1444.66467,4369.9,
1448.70435,8111.0,
1449.67798,5100.5,
1486.64392,11377.4,
1487.65808,8659.0,
1504.6355,3856.0,
1515.7533,4716.0,
1537.75891,4489.6,
1541.7616,7193.0,
1542.26587,7975.8,
1542.77478,5803.0,
1611.78381,4373.1,
